Product Status,Product ID ,Item Description ,Supplier Name ,Brand Name ,Sub Name  ,Product Description ,Container Name ,Size Description ,Extended Product Description,Product Class Description,On Hand  ,Sales Current ,Date Last Received,On Order
Active,25572,BR CHRISTMAS 24/12 4/6 BTL,ANHEUSER-BUSCH,BRECKENRIDGE,BR CHRISTMAS,24/12 4/6 BTL,24/12,,BR CHRISTMAS ALE 6 PACK BOTTLE,BEER,0,1,20230920,0
Active,25573,BR CHRISTMAS 2/169.07OZ CAN,ANHEUSER-BUSCH,BRECKENRIDGE,BR CHRISTMAS,2/169.07OZ CAN,5 LITER CAN,,BR CHRISTMAS ALE 2/5L MINI KEG,BEER,4,0,20230930,0
Active,95804,BR SUMMRSHANDY 1/2BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR SUMMRSHANDY,1/2BBL,1/2 BBL,,BRECKENRIDGE SUMMER SHANDY HALF BARREL,BEER,0,0,20230524,0
Active,95820,BR BD'S AMBER 1/2BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR BD'S AMBER,1/2BBL,1/2 BBL,,,BEER,0,0,20230731,54
Active,95822,BR BD'S IPA 1/2BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR BD'S IPA,1/2BBL,1/2 BBL,,,BEER,0,0,20230315,0
Active,95823,BR BD'S AMBER 1/6BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR BD'S AMBER,1/6BBL,1/6 BBL,,,BEER,0,0,20180619,0
Active,95825,BR VAN PORTER 1/2BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR VAN PORTER,1/2BBL,1/2 BBL,,,BEER,5,0,20231005,23
Active,95826,BR VAN PORTER 1/6BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR VAN PORTER,1/6BBL,1/6 BBL,,,BEER,1,0,20230928,0
Active,95855,BR CHRISTMAS 1/2BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR CHRISTMAS,1/2BBL,1/2 BBL,,,BEER,6,0,20230920,0
Active,95856,BR CHRISTMAS 1/6BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR CHRISTMAS,1/6BBL,1/6 BBL,,,BEER,15,0,20230920,0
Active,95859,BR MTNBEACH SR 1/6BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR MTNBEACH SR,1/6BBL,1/6 BBL,,BRECKENRIDGE MTN BEACH SOUR 1/6BBL,BEER,0,0,20210604,0
Active,95860,BR HOP PEAK 1/2BBL,ANHEUSER-BUSCH,BRECKENRIDGE,BR HOP PEAK,1/2BBL,1/2 BBL,,BRECKENRIDGE HOP PEAK HALF BARREL,BEER,4,0,20230920,0
Active,10871,BUD ICE 12/40NR,ANHEUSER-BUSCH,BUD ICE,BUD ICE,12/40NR,1940-12-01 00:00:00,,BUD ICE FORTY OUNCE BOTTLE,BEER,1010,59,20231108,0
Active,10874,BUD ICE 2/12 CAN,ANHEUSER-BUSCH,BUD ICE,BUD ICE,2/12 CAN,24/12,,BUD ICE 12 PACK CAN,BEER,635,21,20231027,392
Active,10876,BUD ICE 15/25TT,ANHEUSER-BUSCH,BUD ICE,BUD ICE,15/25TT,15/25,,BUD ICE TWENTY FIVE OUNCE CAN,BEER,2371,110,20231031,648
Active,10877,BUD ICE 25OZ CLIPS,ANHEUSER-BUSCH,BUD ICE,BUD ICE,25OZ CLIPS,15/25,,BUD ICE TWENTY FIVE OUNCE CLIPS,BEER,1754,142,20231020,3456
Active,10881,BUD ICE 24/16 3/8 CAN,ANHEUSER-BUSCH,BUD ICE,BUD ICE,24/16 3/8 CAN,24/16,,BUD ICE 3 8 SIXTEEN OUNCE CAN,BEER,1182,54,20231101,1764
Active,10888,BUD ICE 18/12 CAN,ANHEUSER-BUSCH,BUD ICE,BUD ICE,18/12 CAN,18/12,,BUD ICE EIGHTEEN PACK CAN,BEER,379,11,20231030,960
Active,10894,BUD ICE 2/12 LNR,ANHEUSER-BUSCH,BUD ICE,BUD ICE,2/12 LNR,24/12,,BUD ICE 12 PACK BOTTLE,BEER,112,4,20231024,0
Active,10163,BUD LT 2/12C 7.5OZ,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,2/12C 7.5OZ,24/7.5OZ,,BUD LIGHT SEVEN AND A HALF TWELVE PACK CAN,BEER,1323,11,20231025,9
Active,10171,BUD LT 40 OZ NR,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,40 OZ NR,1940-12-01 00:00:00,,BUD LIGHT FORTY OUNCE,BEER,-1,0,20231026,630
Active,10174,BUD LT 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,2/12 CAN,24/12,,BUD LIGHT TWELVE PACK CAN,BEER,3457,368,20231108,6860
Active,10175,BUD LT 15/16 CAN,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,15/16 CAN,15/16,,BUD LIGHT 15/16 CAN,BEER,14434,658,20231107,7956
Active,10176,BUD LT 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,15/25 CAN,15/25,,BUD LIGHT TWENTY FIVE OUNCE CAN,BEER,2629,127,20231101,2592
Active,10177,BUD LT 15/25 CLIP,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,15/25 CLIP,15/25,,BUD LIGHT CLIP,BEER,3967,193,20231031,3456
Active,10178,BUD LT 18/12 NR,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,18/12 NR,18/12,,BUD LIGHT EIGHTEEN PACK BOTTLE,BEER,2419,77,20231108,0
Active,10179,BUD LT 15/16 CALNR,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,15/16 CALNR,15/16,,BUD LIGHT ALUMINUM 15 PACK,BEER,4398,294,20231106,2842
Active,10180,BUD LT 12 OZ CAN,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,12 OZ CAN,24/12,,BUD LIGHT 6 PACK CAN,BEER,152,9,20231101,0
Active,10184,BUD LT 24/16 CALNR,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,24/16 CALNR,24/16,,,BEER,1592,64,20231103,0
Active,10188,BUD LT 18/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,18/12 CAN,18/12,,BUD LIGHT EIGHTEEN PACK CANS,BEER,4173,158,20231106,3480
Active,10192,BUD LT SUITCASE,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,SUITCASE,24/12,24/12 LOOSE CANS,BUD LIGHT SUITCASE,BEER,16294,706,20231107,12691
Active,10194,BUD LT 2/12 LNR,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,2/12 LNR,24/12,,BUD LIGHT TWELVE PACK BOTTLE,BEER,5314,228,20231108,224
Restricted,10195,BUD LT 24/16 STPAT,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,24/16 STPAT,24/16,,,BEER,0,0,20230308,0
Active,10196,BUD LT 4/6 LN BTL,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,4/6 LN BTL,24/12,,BUD LIGHT 6 PACK BOTTLE,BEER,1083,48,20231107,392
Active,10199,BUD LT 24/12 LNNR,ANHEUSER-BUSCH,BUD LIGHT,BUD LT,24/12 LNNR,24/12,,BUD LIGHT TWENTY FOUR TWELVE PACK BOTTLE,BEER,1934,102,20231108,1176
Active,10268,BL LIME 18/12NR,ANHEUSER-BUSCH,BUD LIGHT,BL LIME,18/12NR,18/12,,BL LIME 18 PACK BOTTLE,BEER,279,8,20231018,0
Active,10276,BL LIME 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL LIME,15/25 CAN,15/25,,BUD LIGHT LIME 25 OUNCE,BEER,159,4,20231016,144
Active,10283,BL LIME 3/8 CALNR,ANHEUSER-BUSCH,BUD LIGHT,BL LIME,3/8 CALNR,24/16,,BUD LIGHT LIME 3/8 ALUMINUM,BEER,331,14,20231102,819
Active,10284,BL LIME 2/12TT,ANHEUSER-BUSCH,BUD LIGHT,BL LIME,2/12TT,24/12,,BUD LIGHT LIME TWELVE PACK CAN,BEER,195,15,20231016,180
Active,10288,BL LIME 18/12TT,ANHEUSER-BUSCH,BUD LIGHT,BL LIME,18/12TT,18/12,,BUD LIGHT LIME EIGHTEEN PACK CAN,BEER,510,16,20231107,180
Active,10294,BL LIME 2/12 LNR,ANHEUSER-BUSCH,BUD LIGHT,BL LIME,2/12 LNR,24/12,,BUD LIGHT LIME TWELVE PACK BOTTLE,BEER,158,18,20231013,0
Active,10296,BL LIME 4/6 LN BTL,ANHEUSER-BUSCH,BUD LIGHT,BL LIME,4/6 LN BTL,24/12,,BUD LIGHT LIME 6 PACK BOTTLE,BEER,180,6,20231026,0
Active,10353,BL NEXT 2/12B,ANHEUSER-BUSCH,BUD LIGHT,BL NEXT,2/12B,24/12,,BUD LIGHT NEXT TWELVE PACK BOTTLES,BEER,212,6,20230829,56
Active,10354,BL NEXT 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL NEXT,2/12 CAN,24/12,,BUD LIGHT NEXT TWELVE PACK CANS,BEER,309,20,20231106,468
Restricted,10355,BL NEXT 4/6 BTLS,ANHEUSER-BUSCH,BUD LIGHT,BL NEXT,4/6 BTLS,24/12,,BUD LIGHT NEXT SIX PACK BOTTLES,BEER,0,0,0,0
Restricted,10356,BL NEXT 4/6 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL NEXT,4/6 CAN,24/12,,BUD LIGHT NEXT SIX PACK CAN,BEER,0,0,20220526,0
Active,10363,BL PLATINUM 3/8CALNR,ANHEUSER-BUSCH,BUD LIGHT,BL PLATINUM,3/8CALNR,24/16,,BUD LIGHT PLATINUM 3/8 ALUMINUM,BEER,96,30,20231109,968
Active,10364,BL PLATINUM 2/12TT,ANHEUSER-BUSCH,BUD LIGHT,BL PLATINUM,2/12TT,24/12,,BUD LIGHT PLATINUM TWELVE PACK CAN,BEER,105,18,20231031,369
Active,10367,BL PLATINUM 15/25TT,ANHEUSER-BUSCH,BUD LIGHT,BL PLATINUM,15/25TT,15/25,,BL PLATINUM 25 OUNCE,BEER,587,25,20231103,288
Active,10368,BL PLATINUM 18/12NR,ANHEUSER-BUSCH,BUD LIGHT,BL PLATINUM,18/12NR,18/12,,BUD LIGHT PLATINUM EIGHTEEN PACK BOTTLE,BEER,449,22,20231031,180
Active,10383,BL LIMEARITA 6/4 16OZTT,ANHEUSER-BUSCH,BUD LIGHT,BL LIMEARITA,6/4 16OZTT,24/16,,BUD LIGHT LIMEARITA SIXTEEN OUNCE,BEER,974,40,20231108,1386
Restricted,10384,BL LIMEARITA 24/12 BTL,ANHEUSER-BUSCH,BUD LIGHT,BL LIMEARITA,24/12 BTL,24/12,,BL LIME RITA 24/12 BOTTLES,BEER,0,0,20201027,0
Restricted,10385,BL LIMEARITA 8OZTT 2/12,ANHEUSER-BUSCH,BUD LIGHT,BL LIMEARITA,8OZTT 2/12,24/8.0,,BUD LIGHT LIMEARITA 8 OUNCE 12 PACK CAN,BEER,0,0,20210318,0
Active,10388,BL LIMEARITA 12/25OZ CAN,ANHEUSER-BUSCH,BUD LIGHT,BL LIMEARITA,12/25OZ CAN,12/25OZ,,BUD LIGHT LIME A RITA 25OZ CANS,BEER,24,7,20231019,88
Active,10389,BL LIMEARITA 2/12 7.5OZ,ANHEUSER-BUSCH,BUD LIGHT,BL LIMEARITA,2/12 7.5OZ,24/7.5OZ,,LIMEARITA TEWLVE PACK 7.5OUNCE,BEER,0,0,0,405
Active,10394,BL PLATINUM 2/12LNNR,ANHEUSER-BUSCH,BUD LIGHT,BL PLATINUM,2/12LNNR,24/12,,BUD LIGHT PLATINUM TWELVE PACK BOTTLE,BEER,96,12,20231101,336
Active,10396,BL PLATINUM 4/6LNNR,ANHEUSER-BUSCH,BUD LIGHT,BL PLATINUM,4/6LNNR,24/12,,BUD LIGHT PLATINUM 6 PACK BOTTLE,BEER,215,22,20231101,696
Active,10433,BL WTRMLN RITA 6/4TT,ANHEUSER-BUSCH,BUD LIGHT,BL WTRMLN RITA,6/4TT,24/16,,BUD LIGHT WATER MELON RITA SIXTEEN OUNCE,BEER,385,16,20231103,63
Restricted,10435,BL WTRMLN RITA 2/12TT,ANHEUSER-BUSCH,BUD LIGHT,BL WTRMLN RITA,2/12TT,24/8.0,,BUD LIGHT WATER MELON RITA TWELVE PACK CAN,BEER,0,0,20191106,0
Restricted,10438,BL WTRMLN RITA 12/25OZ CANS,ANHEUSER-BUSCH,BUD LIGHT,BL WTRMLN RITA,12/25OZ CANS,12/25OZ,,WATER MELON RITA 12/25 OUNCE,BEER,0,0,0,0
Restricted,10446,BL LEMON RITA 15/25TT,ANHEUSER-BUSCH,BUD LIGHT,BL LEMON RITA,15/25TT,15/25,,BL LEMONADE RITA 25 OUNCE CANS,BEER,0,0,20210831,0
Active,10450,BL STRAWBERITA 2/12 7.5OZ,ANHEUSER-BUSCH,BUD LIGHT,BL STRAWBERITA,2/12 7.5OZ,24/7.5OZ,,STRAWBERITA TWELVE PACK CANS 7.5 OUNCE,BEER,0,0,0,405
Active,10463,BL MANG-O-RITA 6/4TT 16OZ,ANHEUSER-BUSCH,BUD LIGHT,BL MANG-O-RITA,6/4TT 16OZ,24/16,,BUD LIGHT MANG-O-RITA SIXTEEN OUNCE CAN,BEER,557,35,20231002,126
Restricted,10464,BL MANG-O-RITA 24/12 BTL,ANHEUSER-BUSCH,BUD LIGHT,BL MANG-O-RITA,24/12 BTL,24/12,,BL MANGO 24/12 BOTTLES,BEER,0,0,20201022,0
Restricted,10465,BL MANG-O-RITA 2/12TT,ANHEUSER-BUSCH,BUD LIGHT,BL MANG-O-RITA,2/12TT,24/8.0,,BUD LIGHT MANG-O-RITA TWELVE PACK CAN,BEER,0,0,20210317,0
Restricted,10476,BL RAZ-BERRITA 15/25TT,ANHEUSER-BUSCH,BUD LIGHT,BL RAZ-BERRITA,15/25TT,15/25,,RAZZ BER RITA 25 OUNCE,BEER,0,0,20201106,0
Active,10483,BL STRAWBERITA 24/16 6/4TT,ANHEUSER-BUSCH,BUD LIGHT,BL STRAWBERITA,24/16 6/4TT,24/16,,BUD LIGHT STRAW BER RITA SIXTEEN OUNCE CAN,BEER,750,41,20231107,63
Restricted,10484,BL STRAWBERITA 24/12 BTL,ANHEUSER-BUSCH,BUD LIGHT,BL STRAWBERITA,24/12 BTL,24/12,,,BEER,0,0,20201022,0
Restricted,10485,BL STRAWBERITA 2/12TT 8OZ,ANHEUSER-BUSCH,BUD LIGHT,BL STRAWBERITA,2/12TT 8OZ,24/8.0,,BUD LIGHT STRAW BER RITA 8 OUNCE TWELVE PACK CAN,BEER,0,0,20201029,0
Active,10489,BL STRAWBERITA 12/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL STRAWBERITA,12/25 CAN,12/25OZ,,BUD LIGHT STRAWBERITA 12/25 CAN,BEER,428,18,20231031,440
Restricted,10525,RITA FALL VAR 24/12 2/12 BTL,ANHEUSER-BUSCH,BUD LIGHT,RITA FALL VAR,24/12 2/12 BTL,24/12,,BUD LIGHT RITA FALL VARIETY TWELVE PACK,BEER,0,0,20230606,187
Restricted,10646,BL CHRYLIMRITA 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL CHRYLIMRITA,15/25 CAN,15/25,,BUD LIGHT CHERRYLIME RITA TWENTY FIVE OUNE CANS,BEER,0,0,20201124,0
Restricted,10653,BL GUAVA RITA 6/4 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL GUAVA RITA,6/4 CAN,24/16,,GUAVA RITA 6/4 CAN,BEER,0,0,20200718,0
Restricted,10654,BL GUAVA RITA 24/12 BTL,ANHEUSER-BUSCH,BUD LIGHT,BL GUAVA RITA,24/12 BTL,24/12,,,BEER,0,0,20201231,0
Restricted,10655,BL GUAVA RITA 2/12TT,ANHEUSER-BUSCH,BUD LIGHT,BL GUAVA RITA,2/12TT,24/8.0,,BUD LIGHT GUAVA RITA 12 PACK CANS,BEER,0,0,20200706,0
Restricted,10656,BL GUAVA RITA 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL GUAVA RITA,15/25 CAN,15/25,,RITA GUAVA 25OZ CAN,BEER,0,0,20190603,0
Active,10774,BL ORANGE 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL ORANGE,2/12 CAN,24/12,,BUD LIGHT ORANGE TWELVE PACK CAN,BEER,158,4,20231018,288
Restricted,10796,BL ORANGE 4/6 BTL,ANHEUSER-BUSCH,BUD LIGHT,BL ORANGE,4/6 BTL,24/12,,BUD LIGHT ORANGE 6 PACK BOTTLE,BEER,0,0,20220125,0
Restricted,10800,BL PEELS VAR 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL PEELS VAR,2/12 CAN,24/12,,BUD LIGHT PEELS VARIETY 12 PACK CAN,BEER,0,0,20211018,0
Restricted,11301,BL SLTZR VAR 15/25 5/3 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR VAR,15/25 5/3 CAN,15/25,,,BEER,0,0,20201005,0
Active,11302,BL SLTZR VAR 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR VAR,2/12 CAN,24/12,,BUD LIGHT SELTZER VARIETY 12 PACK CANS,BEER,301,10,20231018,540
Active,11304,BL SLTZR VAR 24/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR VAR,24/12 CAN,24/12,,BUD LIGHT SELTZER 24 PACK,BEER,1230,0,20231103,900
Restricted,11307,BL SLTZR RETRO 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR RETRO,2/12 CAN,24/12,,BUD LIGHT SELTZER REMIX 12 PACK CAN,BEER,0,0,20210520,0
Active,11308,BL SLTZR RETRO VP2 2/12C,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR RETRO,VP2 2/12C,24/12,,,BEER,351,8,20231018,0
Restricted,11309,BL SLTZR VAR UGLY SWEATER,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR VAR,UGLY SWEATER,24/12,,UGLY SWEATER 12 PACK VARIETY,BEER,0,0,20211209,0
Restricted,11312,BL SLTZRLEMLIM 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZRLEMLIM,2/12 CAN,24/12,,BUD LIGHT SELTZER LEMON LIME 12 PACK CANS,BEER,0,0,20210112,0
Restricted,11313,BL SLTZRLEMLIM 24/16 6/4 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZRLEMLIM,24/16 6/4 CAN,24/16,,BUD LIGHT SELTZER LIME 16 OUNCES CANS,BEER,0,0,20201228,0
Restricted,11316,BL SLTZR LEMON 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR LEMON,15/25 CAN,15/25,,BUD LIGHT SELTZER LEMONADE CLASSIC 15/25 CAN,BEER,0,0,20211230,0
Restricted,11318,BL SLTZR LEMON 24/16 6/4 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR LEMON,24/16 6/4 CAN,24/16,,BL SELTZER LEMONADE CLASSIC 16 OUNCE,BEER,0,0,20210712,0
Restricted,11321,BL SLTZR MANGO 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR MANGO,15/25 CAN,15/25,,BUD LIGHT SELTZER MANGO 25 OUNCE CANS,BEER,0,0,20220125,0
Restricted,11322,BL SLTZR MANGO 2/12 CANS,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR MANGO,2/12 CANS,24/12,,BUD LIGHT SELTZER MANGO 12 PACK CAN,BEER,0,0,20210422,0
Restricted,11323,BL SLTZR MANGO 24/16 6/4 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR MANGO,24/16 6/4 CAN,24/16,,BUD LIGHT SELTZER MANGO 16 OUNCE CANS,BEER,0,0,20210930,0
Restricted,11326,BL SLTZRSTRBRY 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZRSTRBRY,15/25 CAN,15/25,,BL SELTZER STRAWBERRY LEMONADE 15/25 CAN,BEER,0,0,20211220,0
Restricted,11328,BL SZ STRBRLEM 24/16 6/4 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ STRBRLEM,24/16 6/4 CAN,24/16,,BUD LIGHT SELTZER STRAWBERRY LEMONADE FOUR PACK CANS,BEER,0,0,20220318,0
Restricted,11329,BL SZ STRBRLEM 24/12 CANS,ANHEUSER-BUSCH,BUD LIGHT,BL SZ STRBRLEM,24/12 CANS,24/12,,BL SELTZER STRAWBERRY LEMONADE 24 PACK,BEER,0,0,20210909,0
Restricted,11332,BL SLTZRSTRBRY 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZRSTRBRY,2/12 CAN,24/12,,BUD LIGHT SELTZER STRAWBERRY 12 PACK CANS,BEER,0,0,20200611,0
Restricted,11333,BL SLTZRSTRBRY 24/16 6/4 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZRSTRBRY,24/16 6/4 CAN,24/16,,BUD LIGHT SELTZER STRAWBERRY 6/4 16 OUNCE CANS,BEER,0,0,20210902,0
Active,11334,BL SLTZRPNKLMN 15/25C,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZRPNKLMN,15/25C,15/25,,BUD LIGHT PINK LEMONADE SELTZER TWENTY FIVE OUNCE CAN,BEER,20,0,20231018,18
Restricted,11337,BL SZ OOO VP 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ OOO VP,2/12 CAN,24/12,,BL SELTZER OUT OF OFFICE 12 PACK CAN,BEER,0,0,20210624,0
Active,11341,BL SLTZRBLKCHR 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZRBLKCHR,15/25 CAN,15/25,,BUD LIGHT SELTZER BLACK CHERRY 25 OUNCE CANS,BEER,19,2,20230929,0
Active,11342,BL SLTZRBLKCHR 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZRBLKCHR,2/12 CAN,24/12,,BUD LIGHT SELTZER BLACK CHERRY 12 PACK CAN,BEER,0,0,20221222,0
Restricted,11357,BL SLTZR VAR 3 2/12 SLEEK CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SLTZR VAR 3,2/12 SLEEK CAN,24/12,,BUD LIGHT SELTZER VARIETY 3,BEER,0,0,20210406,0
Restricted,11366,BL SZ COCKTAIL 2/12C,ANHEUSER-BUSCH,BUD LIGHT,BL SZ COCKTAIL,2/12C,24/12,,BUD LIGHT SELTZER COCKTAIL TWELVE PACK,BEER,0,0,20220604,0
Restricted,11367,BL SZ REDHOTVP 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ REDHOTVP,2/12 CAN,24/12,,BUD LIGHT SELTZER RED HOT VARIETY TWELVE PACK CANS,BEER,0,0,20220303,0
Restricted,11371,BL SZ PEACHTEA 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ PEACHTEA,15/25 CAN,15/25,,BUD LIGHT PEACH TEA SELTZER TWENTY FIVE OUNCE CAN,BEER,0,0,20210520,0
Restricted,11373,BL SZ SANGRIA 2/12C,ANHEUSER-BUSCH,BUD LIGHT,BL SZ SANGRIA,2/12C,24/12,,BUD LIGHT SANGRIA SPLASH VARIETY TWELVE PACK,BEER,0,0,20230809,5266
Restricted,11374,BL SZ PRIDE VP 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ PRIDE VP,2/12 CAN,24/12,,BUD LIGHT SELTZER PRIDE VARIETY TWELVE PACK CAN,BEER,0,0,20210604,0
Restricted,11375,BL SZ FLANNEL 2/12C,ANHEUSER-BUSCH,BUD LIGHT,BL SZ FLANNEL,2/12C,24/12,,BL SELTZER FLANNEL 12 PACK VARIETY,BEER,0,0,20210918,0
Restricted,11376,BL SZ RETROCHR 2/12C,ANHEUSER-BUSCH,BUD LIGHT,BL SZ RETROCHR,2/12C,24/12,,BUD LIGHT SELTZER RETRO CHERRY LIMEADE TWELVE PACK CAN,BEER,0,0,20220526,0
Restricted,11377,BL SZ TEA VRTY 2/12 CANS,ANHEUSER-BUSCH,BUD LIGHT,BL SZ TEA VRTY,2/12 CANS,24/12,,BUD LIGHT TEA SELTZER VARIETY 2/12,BEER,0,0,20210917,0
Active,11378,BL SZ RETRO VP 2/12C,ANHEUSER-BUSCH,BUD LIGHT,BL SZ RETRO VP,2/12C,24/12,,BUD LIGHT RETRO TIE DYE VARIETY PACK,BEER,0,0,20230420,639
Restricted,11379,BL SZ SOUR VAR 2/12CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ SOUR VAR,2/12CAN,24/12,,BUD LIGHT SELTZER SOUR VARIETY PACK,BEER,0,0,20220303,0
Restricted,11380,BL SZ APLSLICE 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ APLSLICE,2/12 CAN,24/12,,BUD LIGHT SELTZER APPLE SLICES VARIETY PACK,BEER,0,0,20221214,0
Active,11381,BL SZ SODA VAR 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ SODA VAR,2/12 CAN,24/12,,BL SELTZER SODA VARIETY TWELVE PACK CANS,BEER,1186,22,20230828,1080
Active,11386,BL SZ COLA 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ COLA,15/25 CAN,15/25,,BUD LIGHT SELTZER COLA TWENTY FIVE OUNCE CANS,BEER,0,0,20230721,42
Restricted,11388,BL SZ COLA 6/4 16OZ CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ COLA,6/4 16OZ CAN,24/16,,BUD LIGHT SELTZER CLASSIC COLA FOUR PACK CANS,BEER,0,0,20220926,63
Restricted,11390,BL SZ CHRYCOLA 6/4 16OZ,ANHEUSER-BUSCH,BUD LIGHT,BL SZ CHRYCOLA,6/4 16OZ,24/16,,BUD LIGHT SELTZER CHERRY COLA 16 OUNCE,BEER,0,0,20220524,0
Restricted,11391,BL SZ CHRYLIME 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ CHRYLIME,15/25 CAN,15/25,,BUD LIGHT SELTZER CHERRY LIMEADE TWENTY FIVE OUNCE CANS,BEER,0,0,0,0
Restricted,11393,BL SZ CHRYLIME 6/4 16OZ CAN,ANHEUSER-BUSCH,BUD LIGHT,BL SZ CHRYLIME,6/4 16OZ CAN,24/16,,BUD LIGHT SELTZER CHERRY LIMEADE FOUR PACK CANS,BEER,0,0,20221027,0
Active,77114,BL CHELADA 2/12 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL CHELADA,2/12 CAN,24/12,,BUD LIGHT CHELADA TWELVE PACK,BEER,0,0,20230921,1015
Active,77116,BL CHELADA 15/25TT,ANHEUSER-BUSCH,BUD LIGHT,BL CHELADA,15/25TT,15/25,,BUD LIGHT CHELADA TWENTY FIVE OUNCE CAN,BEER,988,40,20231108,1728
Restricted,77136,BL CHLADA MANG 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BL CHLADA MANG,15/25 CAN,15/25,,BUD LIGHT CHELADA MANGO 25 OUNCE CANS,BEER,0,0,20210826,0
Active,77146,BL CHLADAFUEGO 15/25OZ CANS,ANHEUSER-BUSCH,BUD LIGHT,BL CHLADAFUEGO,15/25OZ CANS,15/25,,BUD LIGHT CHELADA FUEGO 15/25,BEER,156,3,20231017,1017
Restricted,77156,BLC LIMONYCHIL 15/25 CAN,ANHEUSER-BUSCH,BUD LIGHT,BLC LIMONYCHIL,15/25 CAN,15/25,,BUD LIGHT CHELADA LIMON & CHILE TWENTY FIVE OUNCE CANS,BEER,0,0,20230309,9
Active,77160,BL CHLADATAJIN 15/25C,ANHEUSER-BUSCH,BUD LIGHT,BL CHLADATAJIN,15/25C,15/25,,BUD LIGHT CHELADA TAJIN TWENTY FIVE OUNCE CAN,BEER,154,6,20231106,63
